清涧八，精装1房，繁华地段，交通便利，周边配套齐全！,清涧新村第八小区,3000 元/月,https://sh.zu.anjuke.com/fangyuan/1221232249
情有独钟~钟爱一生 电梯精装一房 等你哦~！帅哥靓女独爱,天汇广场,3600 元/月,https://sh.zu.anjuke.com/fangyuan/1223064343
秀苑小区 精装三房一厅 租金可月付 中间楼层采光好 配套齐全,秀苑小区,6300 元/月,https://sh.zu.anjuke.com/fangyuan/1219050235
唐镇地铁口，Loft精装两室两卫星纪元！可随时看房，拎包入住,星纪元,4600 元/月,https://sh.zu.anjuke.com/fangyuan/1223208847
房东下血本装修 全部品牌家具 4712号线出门到 拎包住,东安二村,4200 元/月,https://sh.zu.anjuke.com/fangyuan/1223403067
"婚房装修!初次出租!香山东北街坊!近德平站,蓝天站!近金杨!",香山新村东北街坊,5200 元/月,https://sh.zu.anjuke.com/fangyuan/1223085691
降价六号线地铁口精装电梯房拎包入住可短租实房实价,金杨新村一街坊,1800 元/月,https://sh.zu.anjuke.com/fangyuan/1223383897
法式风情奥玎宫廷别墅双车位居家办公皆可临高尔夫别墅！,奥玎宫廷别墅,23000 元/月,https://sh.zu.anjuke.com/fangyuan/1223165413
精装两房，交通方便，配套齐全 看房有钥匙,公园3000,8500 元/月,https://sh.zu.anjuke.com/fangyuan/1221921199
"12号线,豪装三房,带固定车位,靠漕河泾,适合居家合租",华梅花苑,9750 元/月,https://sh.zu.anjuke.com/fangyuan/1222619347
精致装修 品质小区 家电齐全 可短租 可随时看房 临近地铁.,云山星座苑,10000 元/月,https://sh.zu.anjuke.com/fangyuan/1217778085
装修好！价格低！房东很诚意！小区绿化环境好！看中价钱可谈！！,三泾南宅,6200 元/月,https://sh.zu.anjuke.com/fangyuan/1221098221
四和花园 静安寺 2、7号线、 静安寺南京西路 看房随时,四和花园,4800 元/月,https://sh.zu.anjuke.com/fangyuan/1223025607
"婚房装修!可办居住证!6号线云山站,9号线蓝天站!金杨二街坊",金杨新村二街坊,1500 元/月,https://sh.zu.anjuke.com/fangyuan/1223034733
"凌兆新村,6.8号地铁,都在旁边,大润发在附近,周边配套成熟",凌兆新村,4000 元/月,https://sh.zu.anjuke.com/fangyuan/1223414569
"陆家嘴 理性与感性的结合,独具风格,风雅别致,理想家园,",竹园商务公寓,5500 元/月,https://sh.zu.anjuke.com/fangyuan/1223420887
"碧云花园豪装,,观景楼层,视野采光佳居家好房，全屋地暖",碧云花园,32000 元/月,https://sh.zu.anjuke.com/fangyuan/1223360389
港驳小区一室户，近蓝村路46号线，拎包入住，近陆家嘴软件园,港驳小区,4200 元/月,https://sh.zu.anjuke.com/fangyuan/1221156541
精致的猪猪生活从北欧风装修开始,德锦苑,230 元/月,https://sh.zu.anjuke.com/fangyuan/1220930515
近地铁就不会花费太多的时间在路上，有更多的时间来充电,中鼎豪园,1470 元/月,https://sh.zu.anjuke.com/fangyuan/1219820887
让生活真的好有生活感 谁都是从小房子住向大房子,乐业一村,1220 元/月,https://sh.zu.anjuke.com/fangyuan/1219820797
楼层 干净整洁 精装修家具家电齐全 交通便利,丽都雅苑,1220 元/月,https://sh.zu.anjuke.com/fangyuan/1218772459
八号线芦恒路地铁口绿波家园精装修全配，房东自住出租 随时看房,绿波家园,3800 元/月,https://sh.zu.anjuke.com/fangyuan/1223430103
精致的猪猪生活从北欧风装修开始,仙二小区,1370 元/月,https://sh.zu.anjuke.com/fangyuan/1223167825
我们家都是地铁附近的合租房 换租再也不犯愁,五角场蓝天小区,1800 元/月,https://sh.zu.anjuke.com/fangyuan/1220283667
"航华沪江新园,近虹桥机场,71路无轨电车,直达外滩,看房方便",沪江新苑,4500 元/月,https://sh.zu.anjuke.com/fangyuan/1221500521
立减3400有独立卫浴，爱干净的座都很舒服,钦州花苑,750 元/月,https://sh.zu.anjuke.com/fangyuan/1221238207
蛋壳公寓 颜控福利 伴随着阳光起床 做精致女孩！,天极盛宅花园,1140 元/月,https://sh.zu.anjuke.com/fangyuan/1223161831
带飘窗单间，整洁舒适，配套齐全，随时看房,小西门小区,2320 元/月,https://sh.zu.anjuke.com/fangyuan/1223161363
松江大学城精装全配，生活便利，多房源可供挑选，随时带看,三湘四季花城,1240 元/月,https://sh.zu.anjuke.com/fangyuan/1223161687
可短租 7号线上大路朝南主卧 拎包入住 民用水电 可月付,上大阳光乾泽园,1800 元/月,https://sh.zu.anjuke.com/fangyuan/1222899391
首月立减1000你想象中家的样子，就在这里,通河六村,1300 元/月,https://sh.zu.anjuke.com/fangyuan/1221427135
0元入住 每月返现  临近地铁站 拎包入住,通河四村,1010 元/月,https://sh.zu.anjuke.com/fangyuan/1221426631
我们家都是地铁附近的合租房 换租再也不犯愁,园景苑,2730 元/月,https://sh.zu.anjuke.com/fangyuan/1219853665
房租不必成为负担，一年省3400的房子你见过吗,汇丰凯苑,1000 元/月,https://sh.zu.anjuke.com/fangyuan/1221426829
金杨十街坊精装修租金月付看房随时拎包入住办居住证,金杨新村十街坊,2200 元/月,https://sh.zu.anjuke.com/fangyuan/1222558417
紧邻老外街，出门既是虹梅路休闲一条街，可直接拎包入住！方便看,虹桥中洋公寓,8000 元/月,https://sh.zu.anjuke.com/fangyuan/1222285033
精装全配，生活便利，多房源可供挑选，随时带看,虹桥中园,1360 元/月,https://sh.zu.anjuke.com/fangyuan/1220402953
现代风格装修，近地铁，您所看到的均是房子的真实信息，有钥匙,古北嘉年华庭(南区),8900 元/月,https://sh.zu.anjuke.com/fangyuan/1219616695
维修的小哥哥每次来的都很及时,延虹公寓,1320 元/月,https://sh.zu.anjuke.com/fangyuan/1220402863
柏林春天一期2房5000实拍精装，拎包入住，看房随时,春申复地城,5000 元/月,https://sh.zu.anjuke.com/fangyuan/1223422147
来给你女朋友一个北欧风合租房，努力才能承受房租的上涨,住友名人花园,2400 元/月,https://sh.zu.anjuke.com/fangyuan/1220158693
立减3400有独立卫浴，爱干净的座都很舒服,光明D9空间,1380 元/月,https://sh.zu.anjuke.com/fangyuan/1221469327
田林新苑精装修两房近地铁漕宝路12号线有钥匙随时看房,田林新苑,4800 元/月,https://sh.zu.anjuke.com/fangyuan/1223028433
房租直降1000，住一年省一部手机,通源小区,1870 元/月,https://sh.zu.anjuke.com/fangyuan/1222241581
房租直降1000，住一年省一部手机,东南华庭,1270 元/月,https://sh.zu.anjuke.com/fangyuan/1222241509
长乐路靠近富民路 整栋花园洋房 住家 办公 接待 会所 展示,长乐路611弄小区,70000 元/月,https://sh.zu.anjuke.com/fangyuan/1223028145
首月立减1000你想象中家的样子，就在这里,上海滩大宁城,660 元/月,https://sh.zu.anjuke.com/fangyuan/1223377237
立减3400双周免费保洁，跟酒店一样干净,大中华小区,520 元/月,https://sh.zu.anjuke.com/fangyuan/1223376985
也许你会偷偷的赞一下你的室友,新逸仙公寓,1710 元/月,https://sh.zu.anjuke.com/fangyuan/1219884337
北欧简约精装修3房 宜家风格南北通透三室两厅两卫住家拎包入住,三和花园,13000 元/月,https://sh.zu.anjuke.com/fangyuan/1223291719
让生活真的好有生活感 谁都是从小房子住向大房子,世盟壹天地,1220 元/月,https://sh.zu.anjuke.com/fangyuan/1219834405
房租不必成为负担，一年省3400的房子你见过吗,汇福家园平安里(北区),280 元/月,https://sh.zu.anjuke.com/fangyuan/1223240437
底楼带天井 两室一厅 可用面积大 家电齐全 小区安静 拎包入,嘉美坊,4300 元/月,https://sh.zu.anjuke.com/fangyuan/1219832785
民水民电   居家体验 高层采光好 随时看房 拎包入住。,金桥酒店公寓,4000 元/月,https://sh.zu.anjuke.com/fangyuan/1218183787
立减3400高层精装电梯房，视野开阔,财富海景花园,2820 元/月,https://sh.zu.anjuke.com/fangyuan/1221688495
金桥爱建园，全新原木式装修设计，家具齐全，交通便利 免,金桥爱建园,9500 元/月,https://sh.zu.anjuke.com/fangyuan/1217364661
靠近9号线，2室2厅修交通方便，电梯房，家具齐全拎包入住,天鸿公寓,7000 元/月,https://sh.zu.anjuke.com/fangyuan/1217304523
真北路 新长征花苑 3室厅2卫 南,新长征花苑二街坊,3190 元/月,https://sh.zu.anjuke.com/fangyuan/1214824915
宋园路地铁口，四房两房一厅，居家宿舍均可，近10号线地铁,开城公寓,12000 元/月,https://sh.zu.anjuke.com/fangyuan/1218232693
